27616567,2016
27587472,2016
27487454,2016
27476799,2016
27416945,2016
27321945,2016
27061095,2016
26860063,2016
26551672,2015
26367794,2015
25673412,2015
25599020,2014
25561047,2015
25519412,2014
25350695,2014
24951664,2014
24951663,2014
24951660,2014
24951659,2014
24760767,2014
24516880,2014
24513584,2013
24509480,2014
24493794,2014
24430505,2014
24358814,2012
24343915,2014
24216219,2014
23966867,2013
23835345,2013
23659870,2013
23599027,2013
23074152,2013
23041558,2012
22973300,2012
22962313,2012
22885924,2012
22885922,2012
22714408,2012
22692763,2012
22589742,2012
22581228,2012
22504420,2012
22492995,2012
22479202,2012
22479191,2012
22373209,2011
22222934,2012
21931561,2011
21768215,2011
21355061,2011
21181894,2011
20711441,2010
20018077,2009
19056822,2009
18048322,2007
15492223,2004
