27755269,2016
27688237,2016
27682367,2016
27667339,2016
27626625,2016
27279761,2016
27206906,2016
27129472,2016
27094376,2016
26954708,2016
26658673,2016
26372669,2016
26098215,2015
26019318,2016
25992282,2015
25889838,2015
25753451,2016
25725152,2015
25694850,2015
25401042,2014
25383963,2014
25203181,2014
24716775,2014
24685354,2014
24609888,2014
24568299,2014
24300896,2013
23878604,2013
23797055,2013
23632360,2013
23571160,2013
23420565,2012
23308854,2013
23269099,2013
23211748,2013
22914047,2012
22784657,2012
22748227,2011
22522125,2012
22520651,2012
22311367,2012
22264316,2012
22142368,2012
22136431,2011
21715243,2011
21701694,2010
21331747,2011
21135340,2010
20948974,2011
20699431,2011
20642827,2010
20618954,2010
20613966,2009
20551004,2010
20338859,2010
20332356,2010
20152039,2010
19953411,2010
19778411,2009
19208254,2009
19196883,2009
18709175,2008
18700963,2008
18560539,2008
18522739,2008
18459143,2008
18353612,2008
17329575,2007
17302660,2007
17002918,2006
16764727,2006
16164750,2005
15955253,2005
14870739,2003
14571512,2003
12416938,2002
11940729,2002
