27631748,2016
27391604,2016
27352747,2016
27322622,2016
27236176,2016
27124624,2016
27085690,2016
27032732,2016
27025837,2016
26791428,2016
26595125,2016
26399090,2015
26394149,2015
26222746,2015
26213167,2016
26051576,2015
26009896,2015
25973804,2015
25949262,2015
25905986,2015
25844913,2015
25793993,2015
25681527,2015
25636694,2015
25620198,2015
25577569,2015
25430652,2014
25406274,2015
25309540,2014
25303334,2015
25266546,2015
25197812,2014
25186591,2014
25160500,2014
24949224,2014
24899195,2014
24882043,2014
24819698,2014
24719760,2014
24656239,2014
24449408,2014
24416663,2013
24385585,2014
24320835,2013
24280382,2014
24204271,2013
24093362,2013
24089113,2013
24078899,2012
24075286,2014
24067950,2013
23890514,2013
23658215,2013
23611000,2013
23562776,2013
23543173,2013
23477646,2013
23459238,2014
23436146,2013
23350883,2013
23302884,2013
23280337,2013
23230237,2013
23184923,2013
23166682,2012
23083079,2012
22900106,2012
22888136,2012
22854724,2012
22777112,2012
22728466,2012
22723252,2013
22499787,2012
22422289,2012
22368040,2012
22351906,2012
22278250,2012
22219348,2012
22209056,2012
22207592,2012
22205717,2012
22204744,2012
22191683,2012
22153147,2012
22153143,2012
22128907,2012
21999559,2011
21979121,2011
21888732,2011
21852206,2011
21826270,2012
21792965,2011
21559444,2011
21406274,2011
21336168,2011
21324390,2011
21301838,2011
21159178,2010
20978952,2011
20962078,2011
20930069,2011
20691038,2010
20573816,2010
20465511,2010
20392851,2010
20181704,2010
20161224,2009
19944550,2012
19916343,2009
19903209,2009
19808635,2009
19737037,2009
19717807,2009
19656875,2009
19494052,2009
19461554,2009
18981347,2008
18589362,2008
18570702,2008
18426797,2008
18408582,2008
18304054,2008
18274730,2008
18231585,2008
18215114,2007
18042281,2007
17786734,2007
17681816,2007
17652394,2007
17623291,2007
17470652,2007
17428947,2007
17079324,2007
16869923,2006
16538416,2006
16523361,2006
16511499,2006
16415028,2006
16394960,2006
16209078,2005
16164920,2005
16140813,2005
15605359,2005
15550840,2004
15474439,2004
15474425,2004
15149843,2004
12502831,2003
11952147,2002
11907243,2002
