27688237,2016
27385427,2016
27345985,2016
27345974,2016
27052031,2016
26987923,2015
26972631,2016
26833641,2016
26628673,2016
26588944,2015
26226213,2016
26090960,2015
25896059,2015
25868780,2015
25651469,2015
25577663,2015
25577662,2015
25547476,2015
25456096,2015
25245031,2014
25200322,2014
25131605,2014
25007010,2014
24982544,2014
24982543,2014
24856811,2014
24719270,2014
24610804,2014
24574370,2014
24335497,2014
24072248,2014
24061784,2013
24002369,2013
23993430,2013
23940280,2013
23928378,2013
23784950,2013
23765250,2013
23744582,2013
23667438,2013
23594831,2013
23530909,2013
23481705,2013
23438035,2013
23414300,2013
23172839,2013
23127690,2013
23108660,2012
23060122,2013
22901104,2013
22855337,2012
22695765,2013
22588009,2012
22520541,2012
22429597,2012
22371357,2012
22172445,2012
22100030,2012
22031661,2011
22004181,2012
22000323,2012
21989342,2012
21955477,2012
21921784,2011
21864208,2011
21768929,2007
21757650,2011
21667200,2012
21385207,2011
21263120,2011
21255761,2011
21242014,2011
21216879,2011
21106919,2011
21098350,2010
20946557,2010
20934566,2010
20868770,2011
20713896,2010
20660804,2010
20378848,2010
20348331,2010
20146786,2010
20100973,2010
20048208,2010
19935018,2009
19846171,2010
19660619,2009
19657464,2007
19541865,2009
19506113,2009
19498184,2009
19487623,2009
19358304,2009
19289633,2009
19285103,2009
19263976,2009
19249635,2009
19223316,2009
19145202,2009
19114611,2009
19097660,2009
19034930,2008
19020323,2008
19006984,2008
18829028,2009
18753946,2008
18628569,2008
18591312,2008
18492747,2008
18316500,2008
18312765,2008
18250267,2008
17904078,2006
17699011,2007
17674263,2007
17666606,2007
17646581,2007
17636083,2007
17634565,2007
17620505,2007
17533210,2007
17502528,2007
17369522,2007
17259468,2007
17224472,2007
17077226,2006
16880342,2006
16792517,2006
16735483,2006
16507934,2006
16490675,2006
16443791,2006
16441967,2006
16421236,2006
16401818,2006
16380547,2006
16275870,2005
16249452,2005
16223549,2005
16204425,2005
16198088,2005
16137860,2005
16107567,2005
16055573,2005
15767617,2005
15751766,2005
15696010,2005
15673620,2005
15570963,2004
15570962,2004
15569852,2005
15528293,2005
15371099,2004
15295370,2004
15262834,2004
15251951,2004
15215787,2004
15161798,2004
15128607,2004
15122742,2004
15039133,2004
15037414,2004
14993133,2004
14988289,2004
14754695,2004
14726556,2004
14716734,2004
14670171,2003
14597642,2003
14581917,2003
14568852,2003
12816405,2003
12739303,2003
12654604,2003
12622955,2003
12614089,2003
12520555,2003
12466645,2000
12359996,2002
12196085,2002
12085073,2002
12047735,2002
